episode_number,title,pubdate_short,primary_start_year,primary_end_year,year_label,primary_region,era_bucket,themes,key_figures,is_series,series_key,part_number,is_strongly_1800_1934,confidence,reasoning,duration,audio_url,spotify_search_url,guid
102,102. Germany from Adenauer to Angela,2021-09-28,1949,2021,1949 – 2021,Germany,Postwar,Politics & Power; Ideology; Religion & Church; Biography,Konrad Adenauer; Helmut Kohl; Angela Merkel,false,,,false,high,"The episode is explicitly about Germany’s chancellors “since the Second World War,” beginning with Adenauer and ending as Angela Merkel leaves German politics. The description also specifically highlights Helmut Kohl and Merkel’s East German background.",3621,https://pdst.fm/e/traffic.megaphone.fm/GLT6085378369.mp3?updated=1777394990,https://open.spotify.com/search/The%20Rest%20Is%20History%20102.%20Germany%20from%20Adenauer%20to%20Angela,96c4441e-e730-485d-8e34-b164eaa499a1
103,103. The Norse Sagas,2021-09-30,793,1066,793 – 1066,Scandinavia,Medieval,Exploration & Discovery; War & Military; Culture & Arts,,false,,,false,medium,"The episode is framed around “the Norse sagas” and asks about “the Vikings,” their society in Iceland, and how they reached America. These references point broadly to the Viking Age, conventionally dated from the late eighth to mid-eleventh centuries.",3481,https://pdst.fm/e/traffic.megaphone.fm/GLT8280648151.mp3?updated=1777394993,https://open.spotify.com/search/The%20Rest%20Is%20History%20103.%20The%20Norse%20Sagas,5a0fa846-d826-43fb-b212-7a3cb44c00cd
104,104. Macbeth,2021-10-04,1040,1057,1040 – 1057,Britain,Medieval,Monarchy & Royalty; Politics & Power; Literature; Culture & Arts,Macbeth; William Shakespeare,false,,,false,medium,"The description centers on the “real history of Scotland’s most notorious king,” Macbeth, whose reign was approximately 1040–1057. Discussion of Shakespeare’s play and its political context adds an early modern literary layer, but the dominant focus is the medieval Scottish king.",3260,https://pdst.fm/e/traffic.megaphone.fm/GLT3313769671.mp3?updated=1777395088,https://open.spotify.com/search/The%20Rest%20Is%20History%20104.%20Macbeth,f2a79c98-8fc7-43ef-ae0b-094bd6bf9715
105,105. Classics,2021-10-07,500,2023,500 – 2023,Europe,Medieval,Culture & Arts; Literature,,false,,,false,medium,"The episode discusses how the legacy of classical Greece and Rome has been interpreted over “the past millennium and a half,” ranging from Dante to recent debates in the United States. Its dominant focus is therefore the post-classical reception of antiquity, beginning broadly in the medieval period rather than ancient events themselves.",3644,https://pdst.fm/e/traffic.megaphone.fm/GLT1093096549.mp3?updated=1777394977,https://open.spotify.com/search/The%20Rest%20Is%20History%20105.%20Classics,d6627ec2-e15a-467f-bdde-4050d824ba09
106,106. Watergate: Part 1,2021-10-11,1913,1974,1913 – 1974,United States,Postwar,Politics & Power; Sex & Scandal; Biography,Richard Nixon,true,Watergate,1,false,medium,"The episode is centered on Richard Nixon's life, political rise, and downfall in the Watergate scandal, a primarily 20th-century American story. The description explicitly traces him from his “humble beginnings” to “the precipice of his downfall,” with Watergate placing the climax in the early 1970s.",2871,https://pdst.fm/e/traffic.megaphone.fm/GLT6675580126.mp3?updated=1777394990,https://open.spotify.com/search/The%20Rest%20Is%20History%20106.%20Watergate%3A%20Part%201,6383b166-5fdf-48d2-a449-a454d593a5c0
107,107. Watergate: Part 2,2021-10-12,1972,1974,1972 – 1974,United States,Postwar,Politics & Power; Crime & Mystery; Espionage,Richard Nixon,true,Watergate,2,false,high,"The description explicitly identifies the Watergate scandal, Richard Nixon's criminal actions, and the conspiracy's unravelling; Watergate primarily unfolded from the 1972 break-in through Nixon's resignation in 1974.",3104,https://pdst.fm/e/traffic.megaphone.fm/GLT9677344742.mp3?updated=1777395036,https://open.spotify.com/search/The%20Rest%20Is%20History%20107.%20Watergate%3A%20Part%202,2708c81e-a91b-4dc2-9214-72f1b4c4df33
108,108. The Industrial Revolution,2021-10-14,1760,1840,1760 – 1840,Britain,Long 19th Century,Economics & Trade; Science & Technology,,false,,,false,high,"The episode is explicitly about the Industrial Revolution, asking why Britain was first to industrialise and whether industrialisation improved people’s lives. The conventional focus is approximately 1760–1840, spanning the late 18th and early 19th centuries, so it is not exclusively within 1800–1934.",3606,https://pdst.fm/e/traffic.megaphone.fm/GLT2130563458.mp3?updated=1777395061,https://open.spotify.com/search/The%20Rest%20Is%20History%20108.%20The%20Industrial%20Revolution,4bf020ee-f9ec-4da8-9887-60769afbbc8e
109,109. Dinosaurs,2021-10-18,1820,2023,1820 – 2023,Global,Contemporary,Science & Technology; Culture & Arts; Disaster & Plague,,false,,,false,medium,"The episode focuses on how dinosaurs were discovered and their role in the popular imagination over “the past 200 years,” while also discussing their prehistoric extinction and modern cultural afterlife. Because the subject spans the nineteenth century to the present, it is not strongly confined to 1800–1934.",3158,https://pdst.fm/e/traffic.megaphone.fm/GLT4328792494.mp3?updated=1777395015,https://open.spotify.com/search/The%20Rest%20Is%20History%20109.%20Dinosaurs,14e81769-ff93-42c7-a76c-92d60301532f
110,110. History of India in 10 Buildings,2021-10-21,-2500,2023,2500 BCE – 2023,India,Ancient,Culture & Arts; Empire & Colonialism,,false,,,false,high,"The description explicitly presents a survey of India’s past over 4,500 years, ranging from the ancient site of Mohenjo-daro to the modern era of Narendra Modi. Because the episode spans multiple eras, the earliest anchor is placed around the Indus Valley period and the era bucket reflects its ancient starting point.",3504,https://pdst.fm/e/traffic.megaphone.fm/GLT7972990176.mp3?updated=1777395001,https://open.spotify.com/search/The%20Rest%20Is%20History%20110.%20History%20of%20India%20in%2010%20Buildings,5d4ca792-8d87-4301-8bee-a4b473fbe64e
111,111. Golden Ages,2021-10-25,0,0,Undated,Europe,Undated,Politics & Power; Culture & Arts,,false,,,false,high,"The episode is a thematic debate about the merits of different “Golden Ages,” citing the Dutch seventeenth century, Rome in 150 AD, and Britain in the 1990s rather than focusing on one dated period. The tour announcement is promotional and does not alter the historical focus.",3356,https://pdst.fm/e/traffic.megaphone.fm/GLT9885576415.mp3?updated=1777394997,https://open.spotify.com/search/The%20Rest%20Is%20History%20111.%20Golden%20Ages,39b6b258-46cc-4d1a-a4e5-c69a2bf1ef02
112,112. Medieval Science,2021-10-28,500,1500,500 – 1500,Europe,Medieval,Science & Technology; Culture & Arts,,false,,,false,high,"The title is ""Medieval Science,"" and the description explicitly discusses how ""the Middle Ages shaped and influenced the development of science,"" anchoring the episode in the medieval period.",3011,https://pdst.fm/e/traffic.megaphone.fm/GLT3839934134.mp3?updated=1777394945,https://open.spotify.com/search/The%20Rest%20Is%20History%20112.%20Medieval%20Science,5662c1c8-a2b8-4d51-8333-6b08cfd2f55a
113,113. Hallowe'en and modern paganism,2021-11-01,1800,2000,1800 – 2000,Britain,Postwar,Religion & Church; Culture & Arts,,true,,,false,medium,"The description explicitly frames this as a history of “modern paganism,” including Wicca, Druids, Himmler, and the Glastonbury Festival, indicating a mainly 19th- and 20th-century focus. Britain is the dominant region through the references to Wicca, Druids, and Glastonbury; the description calls it “the first of a two part” special.",3237,https://pdst.fm/e/traffic.megaphone.fm/GLT4064224583.mp3?updated=1777395048,https://open.spotify.com/search/The%20Rest%20Is%20History%20113.%20Hallowe%27en%20and%20modern%20paganism,6f7080a8-9023-4c91-ba12-e189cf44200e
114,"114. Stonehenge, ancient ritual and the origins of paganism",2021-11-02,-3000,-1500,3000 BCE – 1500 BCE,Britain,Prehistory,Religion & Church; Culture & Arts,,false,,,false,medium,"The title and description centre on “Stonehenge,” “ancient ritual,” and the “oldest evidence ever found of pagan practice in Britain,” indicating a prehistoric focus. The description also ranges backward through Hadrian’s Wall, the early caliphate, and the Renaissance, but Stonehenge and the earliest British pagan evidence are the dominant anchors.",3114,https://pdst.fm/e/traffic.megaphone.fm/GLT2588049137.mp3?updated=1777394823,https://open.spotify.com/search/The%20Rest%20Is%20History%20114.%20Stonehenge%2C%20ancient%20ritual%20and%20the%20origins%20of%20paganism,7f7a05bd-8980-4dce-8a55-795ce513f3f1
115,115. The Gunpowder Plot,2021-11-04,1605,1605,1605,Britain,Early Modern,Politics & Power; Religion & Church; Crime & Mystery,,false,,,false,high,"The episode is explicitly about the Gunpowder Plot remembered on “the Fifth of November,” with the description focusing on the planned attack and its background and legacy. The central event occurred in 1605 in Britain.",3540,https://pdst.fm/e/traffic.megaphone.fm/GLT1711431752.mp3?updated=1777394980,https://open.spotify.com/search/The%20Rest%20Is%20History%20115.%20The%20Gunpowder%20Plot,c308fe47-01dc-4f71-ad03-583b2b1c4b6a
116,116. Alexander the Great Part 1,2021-11-08,-356,-331,356 BCE – 331 BCE,Mediterranean,Ancient,War & Military; Empire & Colonialism; Biography; Religion & Church,Alexander the Great,true,Alexander the Great,1,false,medium,"The episode traces Alexander's career from Macedonia to his journey to the oracle at Siwa, placing the main focus in his conquests during the late 4th century BCE. The description explicitly identifies it as the first of a two-part special about Alexander the Great.",3438,https://pdst.fm/e/traffic.megaphone.fm/GLT3321594885.mp3?updated=1777395016,https://open.spotify.com/search/The%20Rest%20Is%20History%20116.%20Alexander%20the%20Great%20Part%201,269b1ed6-0191-4725-9d4f-de6328d2c323
117,117. Alexander the Great part 2,2021-11-09,-334,-323,334 BCE – 323 BCE,Mediterranean,Ancient,War & Military; Empire & Colonialism; Biography; Monarchy & Royalty,Alexander the Great,true,Alexander the Great,2,false,high,"The episode is explicitly the second part of an Alexander the Great special and describes his campaigns, the limits of the known world, and his death. These events primarily date to Alexander's conquests and final years, approximately 334–323 BCE.",3477,https://pdst.fm/e/traffic.megaphone.fm/GLT9707946822.mp3?updated=1777394999,https://open.spotify.com/search/The%20Rest%20Is%20History%20117.%20Alexander%20the%20Great%20part%202,351a6b8d-8ee4-495f-a780-a0a6d90eac80
118,118. End of the First World War & Remembrance,2021-11-11,1914,1919,1914 – 1919,Europe,World Wars & Interwar,War & Military; Culture & Arts,,false,,,true,high,"The episode is anchored by the “last moments of the First World War” and the day “the guns fell silent on the Western Front,” with follow-up discussion of the origins of Remembrance Day, the Cenotaph, the Unknown Warrior, and poppies.",3403,https://pdst.fm/e/traffic.megaphone.fm/GLT2743125909.mp3?updated=1777395022,https://open.spotify.com/search/The%20Rest%20Is%20History%20118.%20End%20of%20the%20First%20World%20War%20%26%20Remembrance,04198c43-c8de-45ed-b0a2-b61bb918e2f2
119,119. World Cup of Kings & Queens preview,2021-11-12,0,0,Undated,Undated,Undated,Meta/Podcast; Monarchy & Royalty,,false,,,false,high,"The episode is a preview inviting listeners to vote in the “World Cup of Kings & Queens” and includes live tour information, without focusing on a specific historical period or monarch.",2537,https://pdst.fm/e/traffic.megaphone.fm/GLT7656399161.mp3?updated=1777394815,https://open.spotify.com/search/The%20Rest%20Is%20History%20119.%20World%20Cup%20of%20Kings%20%26%20Queens%20preview,f810cb14-7d21-4e53-acbb-9e48ff367a5b
120,120. The Oil Weapon,2021-11-15,1973,1973,1973,Middle East,Postwar,Economics & Trade; Politics & Power,,false,,,false,high,"The description explicitly dates the episode to 1973 and focuses on major oil-producing nations led by Saudi Arabia quadrupling oil prices, triggering a crisis in the West and reshaping 20th-century geopolitics.",3536,https://pdst.fm/e/traffic.megaphone.fm/GLT6620754143.mp3?updated=1777395076,https://open.spotify.com/search/The%20Rest%20Is%20History%20120.%20The%20Oil%20Weapon,53767100-b130-42a8-92c2-a1f58e41cecb
121,121. Australia Before Cook,2021-11-18,-50000,1770,50000 BCE – 1770,Oceania,Prehistory,Exploration & Discovery; Empire & Colonialism,Captain Cook,false,,,false,low,"The description explicitly anchors Captain Cook's sighting of Botany Bay to 1770 and says the episode explores the 'long story of human settlement in Australia' plus European explorers who arrived before him. The exact beginning of settlement is not stated, so the very early start date is necessarily approximate.",3145,https://pdst.fm/e/traffic.megaphone.fm/GLT2957294549.mp3?updated=1777394961,https://open.spotify.com/search/The%20Rest%20Is%20History%20121.%20Australia%20Before%20Cook,fd5491b8-b8d0-43e1-8f2f-cefca3de1568
122,122. Athelstan: England's Greatest Monarch,2021-11-19,924,939,924 – 939,Britain,Medieval,Monarchy & Royalty; Politics & Power; War & Military; Biography,Athelstan,false,,,false,high,"The episode focuses on Athelstan, described as the 10th-century grandson of Alfred the Great who united the Anglo-Saxon kingdoms and fought the Vikings. His main reign was 924–939, placing the episode in the medieval period.",3455,https://pdst.fm/e/traffic.megaphone.fm/GLT8211065813.mp3?updated=1777394965,https://open.spotify.com/search/The%20Rest%20Is%20History%20122.%20Athelstan%3A%20England%27s%20Greatest%20Monarch,48e2940e-4f5d-4a64-86d7-94304e8d9c22
123,123. World Cup of Kings and Queens part 1,2021-11-22,924,1936,924 – 1936,Britain,Long 19th Century,Monarchy & Royalty; Politics & Power,Athelstan; Oliver Cromwell; Queen Victoria; George V,true,World Cup of Kings and Queens,1,false,low,"The episode is about a poll of ""England's greatest monarch"" and runs through sovereigns including Athelstan, Oliver Cromwell, Queen Victoria, and George V, spanning medieval to modern British history. The dominant focus cannot be restricted to 1800–1934 despite the prominence of Victorian and early twentieth-century figures.",3380,https://pdst.fm/e/traffic.megaphone.fm/GLT3062961015.mp3?updated=1777394962,https://open.spotify.com/search/The%20Rest%20Is%20History%20123.%20World%20Cup%20of%20Kings%20and%20Queens%20part%201,f1d7f9c9-a246-4903-b310-d73754d45bc6
124,124. World Cup of Kings and Queens part 2,2021-11-23,1066,2022,1066 – 2022,Britain,Medieval,Monarchy & Royalty; Politics & Power; Sex & Scandal,Elizabeth II; Henry V; William the Conqueror; Henry VIII,true,World Cup of Kings and Queens,2,false,medium,"The episode is a monarch-ranking discussion spanning figures from William the Conqueror and Henry V to Henry VIII and Elizabeth II; the description also highlights an anecdote about Henry VIII's personal hygiene. Because the named figures range across many centuries, the date range is broad and the Medieval bucket reflects the concentration of prominent medieval monarchs.",3701,https://pdst.fm/e/traffic.megaphone.fm/GLT4467647081.mp3?updated=1777395053,https://open.spotify.com/search/The%20Rest%20Is%20History%20124.%20World%20Cup%20of%20Kings%20and%20Queens%20part%202,f7edc2b0-2055-4996-b07e-dc30fb1c48e5
125,125. The CIA,2021-11-25,1947,2023,1947 – 2023,United States,Postwar,Espionage; Politics & Power; Assassination; Revolution,,false,,,false,low,"The episode focuses on the CIA and its covert activities, including assassinations, influencing governments, and encouraging revolutions. No specific historical dates are given; the range is estimated from the agency's modern, post-Second World War context through the contemporary period indicated by the 2023 live-tour announcement.",3304,https://pdst.fm/e/traffic.megaphone.fm/GLT6232412389.mp3?updated=1777394986,https://open.spotify.com/search/The%20Rest%20Is%20History%20125.%20The%20CIA,0a68dc9c-05c1-4df5-90b2-f0e1b75bb007
126,126. Napoleon in Egypt,2021-11-29,1798,1801,1798 – 1801,Middle East,Early Modern,War & Military; Empire & Colonialism; Religion & Church; Biography,Napoleon Bonaparte,false,,,false,high,"The description explicitly focuses on “Napoleon’s campaign in Egypt,” conventionally dated 1798–1801, along with his ambition to become “the next Alexander the Great” and the history between France and Islam. Because the campaign begins before 1800, it is not strongly within 1800–1934.",3708,https://pdst.fm/e/traffic.megaphone.fm/GLT3691914095.mp3?updated=1777395008,https://open.spotify.com/search/The%20Rest%20Is%20History%20126.%20Napoleon%20in%20Egypt,9d0e17df-7438-48c6-9bb2-12738e072485
127,127. Neanderthals,2021-12-02,-400000,-40000,400000 BCE – 40000 BCE,Europe,Prehistory,Science & Technology,,false,,,false,medium,"The episode is titled “Neanderthals” and asks where they came from, how they related to Homo sapiens, and why they disappeared, anchoring it in deep prehistory. The description gives no precise dates, so the range reflects the broadly recognized Neanderthal era.",3534,https://pdst.fm/e/traffic.megaphone.fm/GLT5202048433.mp3?updated=1777395073,https://open.spotify.com/search/The%20Rest%20Is%20History%20127.%20Neanderthals,2d1ddad9-d146-4107-a9f1-7461d4778698
128,128. Rasputin,2021-12-06,1910,1917,1910 – 1917,Russia,World Wars & Interwar,Biography; Politics & Power; Monarchy & Royalty; Sex & Scandal,Grigori Rasputin,false,,,true,medium,"The description focuses on Rasputin's influence during “the final days of the Russian Empire” and the gossip, rumour, and scandal surrounding him, placing the main story in the late imperial period, especially the 1910s.",3643,https://pdst.fm/e/traffic.megaphone.fm/GLT1290733613.mp3?updated=1777394969,https://open.spotify.com/search/The%20Rest%20Is%20History%20128.%20Rasputin,c640242c-5fd0-4fad-96d6-8f82cc599f99
129,129. Cricket,2021-12-09,1600,1900,1600 – 1900,Britain,Long 19th Century,Sport; Empire & Colonialism,,false,,,true,high,The episode traces cricket from games played in the English countryside in the early 17th century through its Victorian transformation and connection with Empire. Its dominant focus is the sport's 19th-century development and global spread.,4138,https://pdst.fm/e/traffic.megaphone.fm/GLT9095163579.mp3?updated=1777395042,https://open.spotify.com/search/The%20Rest%20Is%20History%20129.%20Cricket,e8f69f75-b1d5-48b8-8b06-eff7c4ac0f6e
130,130. Superheroes,2021-12-13,1930,2023,1930 – 2023,United States,Contemporary,Culture & Arts; Politics & Power; Ideology,Adam West,false,,,false,medium,"The episode traces superheroes from their origins in the 1930s through the Adam West era of the 1960s to modern reboots, making the 20th and 21st centuries the dominant focus. Its discussion of fascism and superheroes as a cultural mirror supports themes of ideology, politics, and culture.",3711,https://pdst.fm/e/traffic.megaphone.fm/GLT5186846131.mp3?updated=1777395088,https://open.spotify.com/search/The%20Rest%20Is%20History%20130.%20Superheroes,93320b56-9478-46c7-a8e7-1461ec573045
131,131. Burgundy: Europe's forgotten superpower,2021-12-16,500,1500,500 – 1500,Europe,Medieval,Politics & Power; Monarchy & Royalty; Culture & Arts,,false,,,false,high,"The description explicitly places Burgundy's prominence during “the Middle Ages” and describes it as a major political and cultural power in western Europe, rivaling France and England. No individual historical figures are identified as the episode's subjects.",3712,https://pdst.fm/e/traffic.megaphone.fm/GLT6941072856.mp3?updated=1777395010,https://open.spotify.com/search/The%20Rest%20Is%20History%20131.%20Burgundy%3A%20Europe%27s%20forgotten%20superpower,61ba65c0f75b720012467225
132,132. A Christmas Carol,2021-12-20,1843,1843,1843,Britain,Long 19th Century,Literature; Culture & Arts; Politics & Power,Charles Dickens,false,,,true,high,"The episode is dedicated to Charles Dickens' 'A Christmas Carol', published in the Victorian period, and traces its London setting while discussing the text's history and politics.",2915,https://pdst.fm/e/traffic.megaphone.fm/GLT9074696790.mp3?updated=1777394915,https://open.spotify.com/search/The%20Rest%20Is%20History%20132.%20A%20Christmas%20Carol,61bf08db45cc6900146d3515
133,133. Christmas churches,2021-12-23,0,0,Undated,Undated,Undated,Religion & Church; Culture & Arts,,false,,,false,high,"The episode is a countdown of churches with a “festive connection,” but the description gives no specific historical dates or period. It is therefore genuinely undated and primarily concerns religious and architectural heritage.",4071,https://pdst.fm/e/traffic.megaphone.fm/GLT8843719433.mp3?updated=1777395009,https://open.spotify.com/search/The%20Rest%20Is%20History%20133.%20Christmas%20churches,61c42ccd9bcf610012819d44
12,12 Days: Coronation of Charlemagne and the collapse of the Soviet Union,2021-12-25,800,800,800,Europe,Medieval,Monarchy & Royalty; Politics & Power; Meta/Podcast,Charlemagne; Mikhail Gorbachev,true,,,false,low,"The title foregrounds the coronation of Charlemagne and the 'birth of the Holy Roman Empire,' anchoring the primary focus in 800 and the medieval period. It also mentions Mikhail Gorbachev's resignation and the collapse of the Soviet Union, but the episode covers two widely separated historical moments.",2202,https://pdst.fm/e/traffic.megaphone.fm/GLT9083951211.mp3?updated=1777394936,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Coronation%20of%20Charlemagne%20and%20the%20collapse%20of%20the%20Soviet%20Union,61c44db9d30f8c00129ed6b8
12,12 Days: Good King Wenceslas and the first Gilbert & Sullivan,2021-12-26,907,935,907 – 935,Europe,Medieval,Monarchy & Royalty; Biography; Culture & Arts; Music,Wenceslas; W. S. Gilbert; Arthur Sullivan,false,,,false,medium,"The opening questions focus on Wenceslas—“Was Wenceslas good? Was he a king?”—anchoring the main historical focus in the medieval period. The episode also discusses Gilbert and Sullivan’s “popular Victorian light opera” and their first production, “Thespis,” making it a mixed-period episode rather than a narrowly 1800–1934 story.",1346,https://pdst.fm/e/traffic.megaphone.fm/GLT4255677286.mp3?updated=1777394755,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Good%20King%20Wenceslas%20and%20the%20first%20Gilbert%20%26%20Sullivan,61c44efb83ae940013b3eeea
12,12 Days: Port wine and Darwin sets sail,2021-12-27,1831,1836,1831 – 1836,Global,Long 19th Century,Exploration & Discovery; Science & Technology; Economics & Trade,Charles Darwin,false,,,true,medium,"The description highlights the voyage that inspired Charles Darwin's natural philosophy, referring to his famous voyage of 1831–1836; the port-wine story adds an earlier Anglo-Portuguese trade context but appears secondary.",1786,https://pdst.fm/e/traffic.megaphone.fm/GLT6423200478.mp3?updated=1777394826,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Port%20wine%20and%20Darwin%20sets%20sail,61c44ff888e78000124be259
12,12 Days: Massacre of the Innocents and the Tay Bridge disaster,2021-12-28,-4,-4,4 BCE,Ancient Near East,Ancient,Monarchy & Royalty; Religion & Church; Disaster & Plague,King Herod,false,,,false,medium,"The title and description lead with the biblical “Massacre of the Innocents,” identified as King Herod’s massacre of babies in Jerusalem, placing the primary focus in the ancient period. The episode also includes the Tay Bridge rail disaster of 1879, but the biblical story is treated as the first and principal topic.",1499,https://pdst.fm/e/traffic.megaphone.fm/GLT2451242270.mp3?updated=1777394811,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Massacre%20of%20the%20Innocents%20and%20the%20Tay%20Bridge%20disaster,61c4509b33b4eb0014c65c3a
12,12 Days: The Murder of Thomas Becket and the Wounded Knee Massacre,2021-12-29,1170,1890,1170 – 1890,Global,Medieval,Assassination; Religion & Church; War & Military; Genocide & Atrocity,Thomas Becket,false,,,false,medium,"The episode explicitly covers Thomas Becket's murder at Canterbury Cathedral in 1170 and the Battle of Wounded Knee in 1890. These are two distinct historical episodes across Britain and the United States; the medieval Becket story is listed first, while the overall span is cross-period and cross-regional.",2313,https://pdst.fm/e/traffic.megaphone.fm/GLT4510547363.mp3?updated=1777394876,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20The%20Murder%20of%20Thomas%20Becket%20and%20the%20Wounded%20Knee%20Massacre,61c45382b33a5f0014775dda
12,12 Days: The Battle of Wakefield and Emperor Karl I,2021-12-30,1460,1460,1460,Britain,Medieval,War & Military; Monarchy & Royalty; Biography,"Richard, Duke of York; Karl I of Austria",false,,,false,medium,"The episode prominently describes Tom dissecting the Battle of Wakefield and the subsequent fall of Richard, Duke of York, anchoring the primary focus in 1460 England. Dominic also discusses Karl I of Austria, but this is a separate secondary topic spanning the late 1910s and early 1920s.",1838,https://pdst.fm/e/traffic.megaphone.fm/GLT9919744248.mp3?updated=1777394720,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20The%20Battle%20of%20Wakefield%20and%20Emperor%20Karl%20I,61c454c883ae940013b406e5
12,12 Days: Jean-Bédel Bokassa and the memory of pandemics,2021-12-31,1965,1979,1965 – 1979,Africa,Postwar,Politics & Power; Monarchy & Royalty; Disaster & Plague,Jean-Bédel Bokassa,false,,,false,medium,"The main narrative is Dominic’s account of “coups, cousins and the rise of an emperor in the Central African Republic,” centring on Jean-Bédel Bokassa in the postwar period. The later discussion of the current pandemic and the Spanish flu is a secondary, thematic segment.",1649,https://pdst.fm/e/traffic.megaphone.fm/GLT8335317305.mp3?updated=1777394844,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Jean-B%C3%A9del%20Bokassa%20and%20the%20memory%20of%20pandemics,61c455a5f3deb70014e7de70
12,12 Days: Nero's succession and the fall of the Byzantine Empire,2022-01-01,54,69,54 – 69,Mediterranean,Ancient,Politics & Power; Monarchy & Royalty; War & Military,Nero,false,,,false,medium,"The Roman segment is anchored by Nero's succession and Rome's “Year of the four Emperors,” corresponding to Nero's reign and the succession crisis of 54–69 CE. The description also mentions a separate Byzantine battle beginning the empire's decline, but gives no specific date, so the primary focus is assigned to the explicitly framed Roman episode.",1924,https://pdst.fm/e/traffic.megaphone.fm/GLT6148714296.mp3?updated=1777394847,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Nero%27s%20succession%20and%20the%20fall%20of%20the%20Byzantine%20Empire,61c4568688e78000124bfe5c
12,12 Days: Reconquest of Spain and the Old Queen of Hawaii,2022-01-02,1492,1492,1492,Spain,Early Modern,War & Military; Religion & Church; Monarchy & Royalty,,false,,,false,medium,"The description centres on the Christian conquest of the kingdom of Grenada, which marks the 1492 completion of the Reconquest in southern Spain. The Hawaiian monarchs are also mentioned, but the Spanish Reconquest is the more clearly developed and dominant historical focus.",1870,https://pdst.fm/e/traffic.megaphone.fm/GLT9407596415.mp3?updated=1777394811,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Reconquest%20of%20Spain%20and%20the%20Old%20Queen%20of%20Hawaii,61c45740a5110f0014ac3069
12,12 Days: Martin Luther and J.R.R. Tolkien,2022-01-03,1521,1892,1521 – 1892,Europe,Early Modern,Religion & Church; Literature; Biography,Martin Luther; J.R.R. Tolkien,false,,,false,medium,"The description explicitly links Luther's excommunication from the Catholic Church with the birth of J.R.R. Tolkien, spanning an early-modern religious event and a nineteenth-century literary biography. The main anchors are Luther's excommunication in 1521 and Tolkien's birth in 1892.",1515,https://pdst.fm/e/traffic.megaphone.fm/GLT9800831013.mp3?updated=1777394826,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Martin%20Luther%20and%20J.R.R.%20Tolkien,61c4580855c7a60013fc7410
12,12 Days: Solomon Northup and Albert Camus,2022-01-04,1841,1960,1841 – 1960,Global,Postwar,Slavery; Biography; Literature,Solomon Northup; Albert Camus,false,,,false,medium,"The episode covers Solomon Northup's enslavement story, made famous by '12 Years a Slave', and Albert Camus's death, placing its subjects broadly from the mid-19th century to 1960. Because the description gives substantial attention to both an American slavery narrative and a French intellectual, the dominant region is best treated as Global.",1636,https://pdst.fm/e/traffic.megaphone.fm/GLT6039583450.mp3?updated=1777394817,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Solomon%20Northup%20and%20Albert%20Camus,61c5a7fe35c4e30012ea4e49
12,12 Days: Death of Edward the Confessor and the Dreyfus Affair,2022-01-05,1066,1906,1066 – 1906,Europe,Long 19th Century,Monarchy & Royalty; Politics & Power; Crime & Mystery; Biography,Edward the Confessor; Alfred Dreyfus,false,,,false,medium,"The title explicitly combines Edward the Confessor's death in 1066 with the Dreyfus Affair, which unfolded chiefly from 1894 to 1906. Because the episode spans medieval England and modern France, the range covers both events; the Long 19th Century bucket reflects the Dreyfus Affair as the later and more specifically named controversy.",1868,https://pdst.fm/e/traffic.megaphone.fm/GLT1738062149.mp3?updated=1777394832,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Death%20of%20Edward%20the%20Confessor%20and%20the%20Dreyfus%20Affair,61c5a94e8fdfaf0014dfa1dc
12,12 Days: Alfred the Great and Pepys' 'Fanatiques',2022-01-06,871,1699,871 – 1699,Britain,Early Modern,War & Military; Politics & Power; Monarchy & Royalty; Religion & Church,Alfred the Great; Samuel Pepys,false,,,false,low,"The episode combines a battle associated with Alfred the Great and a 'forgotten uprising in 17th century London' involving Pepys's 'Fanatiques.' Because it spans Alfred's medieval England and the seventeenth century, the date range is broad and the dominant era is uncertain.",1840,https://pdst.fm/e/traffic.megaphone.fm/GLT3956381618.mp3?updated=1777394832,https://open.spotify.com/search/The%20Rest%20Is%20History%2012%20Days%3A%20Alfred%20the%20Great%20and%20Pepys%27%20%27Fanatiques%27,61c5ab822989b30012be9684
